date;price
2009-02-13;28,60280037
2009-02-17;27,67191505
2009-02-18;26,74103546
2009-02-19;25,93379021
2009-02-20;24,95926857
2009-02-23;23,9629364
2009-02-24;21,87572098
2009-02-25;21,45391655
2009-02-26;21,30846786
2009-02-27;21,09029198
2009-03-02;20,07213593
2009-03-03;18,23219299
2009-03-04;16,50861168
2009-03-05;12,98871136
2009-03-06;12,43599892
2009-03-09;12,38509178
2009-03-10;12,22509575
2009-03-11;12,50872612
2009-03-12;12,29782104
2009-03-13;12,29782104
2009-03-16;12,36327362
2009-03-17;13,59960175
2009-03-18;14,03594971
2009-03-19;19,26489067
2009-03-20;17,49039459
2009-03-23;18,82126808
2009-03-24;18,83581161
2009-03-25;19,45397377
2009-03-26;19,82487297
2009-03-27;19,62124252
2009-03-30;17,83220673
2009-03-31;18,10855865
2009-04-01;16,79223824
2009-04-02;17,15586281
2009-04-03;18,44309807
2009-04-06;18,2758255
2009-04-07;18,87217712
2009-04-08;18,87217712
2009-04-09;18,40673637
2009-04-13;18,72672462
2009-04-14;19,0176239
2009-04-15;19,16307449
2009-04-16;18,95217133
2009-04-17;20,1739521
2009-04-20;20,53757668
2009-04-21;20,72666168
2009-04-22;20,18849945
2009-04-23;19,72306061
2009-04-24;20,18123055
2009-04-27;20,48667145
2009-04-28;20,79939079
2009-04-29;20,68302917
2009-04-30;20,74120903
2009-05-01;21,04665947
2009-05-04;21,30846786
2009-05-05;20,9884758
2009-05-06;22,19571495
2009-05-07;23,67203331
2009-05-08;21,59937286
2009-05-11;22,80721092
2009-05-12;22,46784401
2009-05-13;22,39842987
2009-05-14;22,56040192
2009-05-15;22,45241737
2009-05-18;23,16201401
2009-05-19;23,91016769
2009-05-20;24,50406456
2009-05-21;24,68146706
2009-05-22;24,78173256
2009-05-26;25,8769722
2009-05-27;25,69186592
2009-05-28;25,66872025
2009-05-29;26,45544243
2009-06-01;26,99534988
2009-06-02;27,46584511
2009-06-03;27,28844643
2009-06-04;27,27301979
2009-06-05;27,49669456
2009-06-08;27,68951988
2009-06-09;27,3270092
2009-06-10;26,6251297
2009-06-11;27,34243584
2009-06-12;26,32432365
2009-06-15;24,44236374
2009-06-16;24,43465233
2009-06-17;24,54262924
2009-06-18;25,06711197
2009-06-19;24,85886002
2009-06-22;22,30587387
2009-06-23;21,78910637
2009-06-24;22,93833733
2009-06-25;22,99232483
2009-06-26;22,76865387
2009-06-29;23,7250576
2009-06-30;23,56308556
2009-07-01;23,74819756
2009-07-02;24,67375183
2009-07-06;25,40648079
2009-07-07;27,6123848
2009-07-08;28,56108093
2009-07-09;27,41185379
2009-07-10;26,75624847
2009-07-13;25,44504738
2009-07-14;25,67643356
2009-07-15;26,84880829
2009-07-16;27,38100433
2009-07-17;27,8437767
2009-07-20;29,28610039
2009-07-21;28,92358971
2009-07-22;26,41688156
2009-07-23;26,38602638
2009-07-24;26,80253029
2009-07-27;27,00306129
2009-07-28;27,09561729
2009-07-29;27,27301979
2009-07-30;27,11104774
2009-07-31;27,38100433
2009-08-03;28,07516861
2009-08-04;28,46081543
2009-08-05;28,47623825
2009-08-06;28,34511757
2009-08-07;28,15229607
2009-08-10;28,40682793
2009-08-11;30,35048676
2009-08-12;28,92358971
2009-08-13;28,69220161
2009-08-14;28,85417938
2009-08-17;29,03157425
2009-08-18;28,72305679
2009-08-19;28,96987152
2009-08-20;29,13184357
2009-08-21;29,64089775
2009-08-24;30,7978344
2009-08-25;30,62043953
2009-08-26;30,48160934
2009-08-27;30,6050148
2009-08-28;31,00609016
2009-08-31;30,11138916
2009-09-01;29,34780312
2009-09-02;28,74619102
2009-09-03;28,63049507
2009-09-04;29,72573853
2009-09-08;29,10870171
2009-09-09;29,30923843
2009-09-10;29,64860344
2009-09-11;29,67946243
2009-09-14;29,54834175
2009-09-15;29,12412643
2009-09-16;30,4661808
2009-09-17;30,4661808
2009-09-18;30,4661808
2009-09-21;29,15498352
2009-09-22;29,49434853
2009-09-23;29,86457634
2009-09-24;29,84914398
2009-09-25;29,69488716
2009-09-28;29,88770676
2009-09-29;29,48663521
2009-09-30;29,3863678
2009-10-01;28,7847538
2009-10-02;28,53794289
2009-10-05;28,03660202
2009-10-06;28,15229607
2009-10-07;29,1009922
2009-10-08;29,30923843
2009-10-09;30,56644821
2009-10-12;30,36591339
2009-10-13;30,80555344
2009-10-14;30,89811134
2009-10-15;31,23747063
2009-10-16;31,14491844
2009-10-19;32,38671112
2009-10-20;31,63855362
2009-10-21;30,54331017
2009-10-22;29,57919502
2009-10-23;29,41721916
2009-10-26;29,2475338
2009-10-27;29,27067184
2009-10-28;29,27838326
2009-10-29;29,35552216
2009-10-30;29,20125961
2009-11-02;29,46349716
2009-11-03;29,30152893
2009-11-04;29,28610039
2009-11-05;29,6177597
2009-11-06;29,97255325
2009-11-09;29,77219963
2009-11-10;29,90897751
2009-11-11;30,05382538
2009-11-12;30,09405708
2009-11-13;29,8687458
2009-11-16;29,8687458
2009-11-17;29,77219963
2009-11-18;30,01359749
2009-11-19;30,36763954
2009-11-20;30,38373184
2009-11-23;30,56881142
2009-11-24;30,97112846
2009-11-25;31,14010239
2009-11-27;30,95503426
2009-11-30;29,98945236
2009-12-01;30,93089294
2009-12-02;31,85625076
2009-12-03;31,38150406
2009-12-04;31,82406044
2009-12-07;32,153965
2009-12-08;31,98499489
2009-12-09;31,57461548
2009-12-10;31,86428642
2009-12-11;32,23443985
2009-12-14;32,33098984
2009-12-15;32,0413208
2009-12-16;31,61484909
2009-12-17;31,5424366
2009-12-18;31,77578735
2009-12-21;31,35736465
2009-12-22;32,14592361
2009-12-23;33,75523376
2009-12-24;33,95639038
2009-12-28;33,47360611
2009-12-29;34,75299835
2009-12-30;35,46914673
2009-12-31;35,20360947
2010-01-04;35,91170502
2010-01-05;35,26798248
2010-01-06;36,00826263
2010-01-07;35,66226196
2010-01-08;36,12895966
2010-01-11;36,70830917
2010-01-12;36,85315323
2010-01-13;35,80709839
2010-01-14;36,24161911
2010-01-15;35,84733582
2010-01-19;35,61398315
2010-01-20;34,60012054
2010-01-21;35,60593796
2010-01-22;35,02658463
2010-01-25;33,80350876
2010-01-26;33,65867996
2010-01-27;33,63453293
2010-01-28;33,39313889
2010-01-29;33,58625412
2010-02-01;33,88397598
2010-02-02;33,69085693
2010-02-03;33,77937317
2010-02-04;32,99080276
2010-02-05;32,27466965
2010-02-08;32,50801849
2010-02-09;32,60457611
2010-02-10;33,31266785
2010-02-11;32,99080276
2010-02-12;32,87816238
2010-02-16;32,5884819
2010-02-17;32,74941254
2010-02-18;33,01494217
2010-02-19;33,10346222
2010-02-22;32,76550674
2010-02-23;33,32876587
2010-02-24;33,77132034
2010-02-25;32,95057678
2010-02-26;33,03104401
2010-03-01;32,73332596
2010-03-02;32,62067032
2010-03-03;33,98858261
2010-03-04;34,50355911
2010-03-05;35,59788895
2010-03-08;35,56570053
2010-03-09;35,28407669
2010-03-10;35,28407669
2010-03-11;35,28407669
2010-03-12;35,28407669
2010-03-15;35,30017471
2010-03-16;35,30017471
2010-03-17;35,28407669
2010-03-18;34,76105118
2010-03-19;34,4391861
2010-03-22;34,71276855
2010-03-23;34,14146423
2010-03-24;34,46332932
2010-03-25;34,14146423
2010-03-26;34,60012054
2010-03-29;34,71276855
2010-03-30;34,66448975
2010-03-31;35,00244522
2010-04-01;34,96221542
2010-04-05;35,41281509
2010-04-06;35,51741791
2010-04-07;35,38062668
2010-04-08;35,14728928
2010-04-09;35,30017471
2010-04-12;35,22774506
2010-04-13;35,23579407
2010-04-14;35,10704803
2010-04-15;35,30821609
2010-04-16;35,16337967
2010-04-19;35,20360947
2010-04-20;35,25993347
2010-04-21;37,02206039
2010-04-22;36,67279434
2010-04-23;35,87447357
2010-04-26;35,7913208
2010-04-27;35,92436981
2010-04-28;36,12394714
2010-04-29;36,03247452
2010-04-30;37,11353302
2010-05-03;36,16553116
2010-05-04;36,44826889
2010-05-05;36,54805756
2010-05-06;34,93478394
2010-05-07;34,38594055
2010-05-10;35,00131226
2010-05-11;35,24246597
2010-05-12;35,85783768
2010-05-13;35,55015564
2010-05-14;33,13856888
2010-05-17;32,25709152
2010-05-18;33,1053009
2010-05-19;31,86624908
2010-05-20;28,98065758
2010-05-21;29,08044434
2010-05-24;29,16360474
2010-05-25;28,1823349
2010-05-26;28,72286224
2010-05-27;29,52118683
2010-05-28;29,77065468
2010-06-01;29,52118683
2010-06-02;29,60434151
2010-06-03;29,43802452
2010-06-04;29,60434151
2010-06-07;29,65423775
2010-06-08;30,56066132
2010-06-09;31,57519341
2010-06-10;32,41508865
2010-06-11;32,43172455
2010-06-14;33,34645844
2010-06-15;32,8724556
2010-06-16;33,14688492
2010-06-17;32,85582733
2010-06-18;32,85582733
2010-06-21;32,59804153
2010-06-22;33,1053009
2010-06-23;32,39014435
2010-06-24;32,34856796
2010-06-25;32,43172455
2010-06-28;32,38182449
2010-06-29;32,56477737
2010-06-30;32,35687637
2010-07-01;31,78309441
2010-07-02;32,2737236
2010-07-06;31,20097923
2010-07-07;31,65003777
2010-07-08;31,6583519
2010-07-09;32,22382355
2010-07-12;31,9993
2010-07-13;32,62298584
2010-07-14;32,21551514
2010-07-15;32,03255844
2010-07-16;32,02423859
2010-07-19;33,92856979
2010-07-20;32,58140945
2010-07-21;32,20719528
2010-07-22;33,18014908
2010-07-23;33,18014908
2010-07-26;33,18014908
2010-07-27;33,23836136
2010-07-28;33,21340561
2010-07-29;32,98888397
2010-07-30;33,78720474
2010-08-02;34,56058121
2010-08-03;35,0096283
2010-08-04;35,09278107
2010-08-05;36,132267
2010-08-06;35,34226608
2010-08-09;34,87657166
2010-08-10;35,75805664
2010-08-11;35,09278107
2010-08-12;35,39216232
2010-08-13;35,14268494
2010-08-16;35,34226608
2010-08-17;34,59384155
2010-08-18;34,26120758
2010-08-19;33,91193771
2010-08-20;34,09487915
2010-08-23;34,3277359
2010-08-24;33,77888107
2010-08-25;33,3963623
2010-08-26;33,53772736
2010-08-27;33,68740463
2010-08-30;33,60425568
2010-08-31;33,1053009
2010-09-01;35,04289246
2010-09-02;34,84331512
2010-09-03;34,39425278
2010-09-07;33,98678589
2010-09-08;32,26540375
2010-09-09;32,63962173
2010-09-10;32,84751511
2010-09-13;33,26330185
2010-09-14;33,78720474
2010-09-15;33,84540939
2010-09-16;33,84540939
2010-09-17;33,84540939
2010-09-20;33,76225281
2010-09-21;33,67909622
2010-09-22;32,8308754
2010-09-23;32,59804153
2010-09-24;32,84751511
2010-09-27;32,76436234
2010-09-28;32,47330093
2010-09-29;32,76436234
2010-09-30;32,42340851
2010-10-01;32,59804153
2010-10-04;32,48162079
2010-10-05;32,43172455
2010-10-06;33,01382828
2010-10-07;32,84751511
2010-10-08;32,69782257
2010-10-11;32,68119431
2010-10-12;32,62298584
2010-10-13;32,69782257
2010-10-14;32,43172455
2010-10-15;32,58971786
2010-10-18;32,28203201
2010-10-19;32,10740662
2010-10-20;32,30698013
2010-10-21;32,38182449
2010-10-22;32,47330093
2010-10-25;32,55645752
2010-10-26;32,55645752
2010-10-27;32,92235947
2010-10-28;32,93066406
2010-10-29;33,13024902
2010-11-01;33,27994156
2010-11-02;33,63751602
2010-11-03;33,92856979
2010-11-04;33,71236038
2010-11-05;33,86204529
2010-11-08;35,35057831
2010-11-09;35,7497406
2010-11-10;35,50437546
2010-11-11;35,72821426
2010-11-12;35,83152008
2010-11-15;36,33946991
2010-11-16;35,69377899
2010-11-17;35,84013748
2010-11-18;35,67655945
2010-11-19;35,4355011
2010-11-22;34,64345169
2010-11-23;34,40239334
2010-11-24;34,8156395
2010-11-26;34,69511032
2010-11-29;34,43682861
2010-11-30;33,72226715
2010-12-01;33,57591248
2010-12-02;33,70505142
2010-12-03;33,94610977
2010-12-06;35,28914642
2010-12-07;36,35668564
2010-12-08;36,31363678
2010-12-09;37,157341
2010-12-10;38,73283005
2010-12-13;38,13879776
2010-12-14;37,01099014
2010-12-15;37,0195961
2010-12-16;37,0195961
2010-12-17;37,52754211
2010-12-20;37,51893234
2010-12-21;38,24209976
2010-12-22;39,41294479
2010-12-23;43,33875656
2010-12-27;42,40035248
2010-12-28;42,61558151
2010-12-29;43,56259537
2010-12-30;43,24405289
2010-12-31;43,36457825
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
